PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
144,2021-06-06,18:20:16.40,5,1,"Corn, Jacob",1000056526,Right,SPA_B,"McGinnis, Chipper",1000069631,Left,FC_OB,Undefined,5,Top,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.32943,-0.108045,-1.838606,2136.862402,247.971724,2:15,5.86584,2.1153,5.53123,-33.02474,9.16977,19.04029,3.01273,1.98274,74.65589,-6.227269,1.557057,0.467519,,,,,,,,,,,,-10.09075,5.11646,-1.96823,50,5.83486,3.03112,-119.3772,-1.32639,-14.41119,25.19489,-24.86693,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,5f100c60-c715-11eb-8b21-2587103ee89a,80.62221,,,7.67354,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:20:16.40,2021-06-06T18:20:16.4092196-04:00,2021-06-06T22:20:16.4092196Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,43653335-d78e-4684-a830-fe3fc3bdc2c5,54.96449,-120.4204,12.59744,5.86846,-0.29676,-12.43346,-2.10609,3.62782,-7.2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
145,2021-06-06,18:21:28.72,5,2,"Corn, Jacob",1000056526,Right,SPA_B,"McGinnis, Chipper",1000069631,Left,FC_OB,Undefined,5,Top,2,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.2444,-2.114389,-2.474295,2048.880852,264.947595,2:45,5.8157,2.16228,5.39003,-38.53045,2.47469,13.88493,0.62043,0.99895,76.92553,-9.109141,-0.001154,0.460883,,,,,,,,,,,,-7.71496,2.14284,-1.95156,50,5.59925,4.65551,-120.77736,-5.82966,-11.43403,22.78438,-28.99827,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,8a273cc0-c715-11eb-8b21-2587103ee89a,81.78314,,,6.31887,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:21:28.72,2021-06-06T18:21:28.7268132-04:00,2021-06-06T22:21:28.7268132Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,7e6ff5a8-c51d-463c-aa73-b33bcd110408,55.11042,-121.73762,11.39219,5.81919,-4.60753,-14.49914,-2.15792,5.1374,-5.71701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
146,2021-06-06,18:22:04.90,5,3,"Corn, Jacob",1000056526,Right,SPA_B,"McGinnis, Chipper",1000069631,Left,FC_OB,Undefined,5,Top,2,2,0,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,74.73218,-0.710906,-1.188453,2428.94746,101.998761,9:30,5.98897,2.11207,5.10056,-48.19786,3.31693,-8.05493,1.30244,0.32081,69.00488,-9.425472,-2.615612,0.51658,,,,,,,,,,,,3.69977,2.30047,-1.99328,50,5.88408,2.5573,-108.45346,-2.94694,4.40557,19.00824,-29.43472,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,9fbb1250-c715-11eb-8b21-2587103ee89a,72.9654,,,5.7273,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:22:04.90,2021-06-06T18:22:04.9003300-04:00,2021-06-06T22:22:04.9003300Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,5065ca8a-6f10-4dd4-a861-dca87a89cb07,55.39823,-109.3955,9.50412,5.99398,-1.48817,-14.71736,-2.11461,2.33896,2.20279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
147,2021-06-06,18:22:26.39,5,4,"Corn, Jacob",1000056526,Right,SPA_B,"McGinnis, Chipper",1000069631,Left,FC_OB,Undefined,5,Top,2,2,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,76.34629,-0.459161,-1.235877,2501.925601,126.013292,10:15,5.98457,2.36908,5.03519,-41.47168,7.81193,-8.70674,2.09531,0.47739,70.52931,-7.9811,-2.77482,0.505269,64.55731,43.351763,-75.818239,6431.002828,15.63467,48.17798,-108.88323,173.07066,,-83.536388,3.319879,4.0189,4.43016,-2.24368,50,5.90754,2.73223,-110.82238,-2.28675,5.01958,19.0081,-26.64081,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,ac88a8d0-c715-11eb-8b21-2587103ee89a,74.59877,50.31375,,5.81698,,,,0.9636,2.12056,-0.3727,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:22:26.39,2021-06-06T18:22:26.3963940-04:00,2021-06-06T22:22:26.3963940Z,FlyBall,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,789e5003-822c-4c74-9b52-4f51e03020de,55.46336,-111.75552,9.50405,5.9877,-0.9789,-13.3204,-2.37176,2.48581,2.50979,,0.95909,17.02453,-9.93713,5.88428,-4.05177,2.31805,-0.8187,0.15186,-0.0112,2.12225,64.93295,-24.61516,1.3852,1.24104,-1.17865,0.49267,-0.10363,0.00871,-0.37223,-66.76396,7.84815,-1.73868,0.31181,0.01085,-0.04525,0.01712,-0.00207,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
148,2021-06-06,18:23:02.13,5,5,"Corn, Jacob",1000056526,Right,SPA_B,"McGinnis, Chipper",1000069631,Left,FC_OB,Undefined,5,Top,2,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.19663,0.557575,-0.280303,1710.020697,237.358017,2:00,5.82568,2.12633,5.43736,-42.69652,7.11512,8.8676,2.78978,2.60282,69.59763,-7.250665,1.299236,0.507968,,,,,,,,,,,,-4.53394,3.89701,-2.10782,50,5.84549,0.20253,-109.27738,-0.28779,-5.52998,17.69357,-27.4209,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,c1d90cc0-c715-11eb-8b21-2587103ee89a,74.20232,,,5.599,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:23:02.13,2021-06-06T18:23:02.1373220-04:00,2021-06-06T22:23:02.1373220Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,6e221124-ef0f-4d92-b365-d9a87b15ba29,55.06084,-110.09375,8.84679,5.82957,0.9774,-13.71045,-2.12305,0.45767,-2.76499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
149,2021-06-06,18:23:24.86,5,6,"Corn, Jacob",1000056526,Right,SPA_B,"McGinnis, Chipper",1000069631,Left,FC_OB,Undefined,5,Top,2,3,2,Slider,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,74.64477,0.860413,1.437593,2584.309289,88.937953,9:00,5.98202,1.93621,5.34995,-49.54629,1.20055,-14.03292,2.66049,2.11544,69.16648,-8.146845,-1.058804,0.512715,,,,,,,,,,,,7.39658,0.8576,-2.05531,50,6.024,-2.19288,-108.45826,0.0165,8.88284,17.50888,-31.14413,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,cf605650-c715-11eb-8b21-2587103ee89a,73.51542,,,5.47829,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:23:24.86,2021-06-06T18:23:24.8617252-04:00,2021-06-06T22:23:24.8617252Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,dc797e90-30f4-4509-9ec1-cb2817df3040,55.14984,-109.28646,8.75444,5.98838,1.48967,-15.57207,-1.94165,-2.61305,4.44142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
150,2021-06-06,18:26:07.16,6,1,"Ballstadt, Carter",1000082645,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,5,Top,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,88.42644,-1.921162,-2.608114,1767.406918,195.088408,12:30,6.16672,2.22826,5.93881,-19.25316,15.93135,4.0376,2.77761,0.14365,82.11505,-5.521237,-1.883787,0.426921,,,,,,,,,,,,-2.68193,8.93894,-2.02252,50,6.00235,5.6887,-128.48792,-4.90904,-4.55677,22.54385,-16.98636,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,301ff220-c716-11eb-8b21-2587103ee89a,88.28909,,,6.31139,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:26:07.16,2021-06-06T18:26:07.1691044-04:00,2021-06-06T22:26:07.1691044Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,c3baac4b-ef70-4207-954d-bc5f6223a541,54.56027,-129.28557,11.27192,6.16541,-4.30803,-8.49318,-2.22665,5.84993,-2.27838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
151,2021-06-06,18:26:33.59,6,2,"Ballstadt, Carter",1000082645,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,5,Top,2,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.74204,3.136883,-1.059369,2057.220227,46.683833,7:30,5.8901,2.32929,5.11586,-59.23834,-7.83032,-9.92508,3.91201,0.50415,68.80128,-7.571812,-2.81457,0.516044,,,,,,,,,,,,4.62937,-4.22114,-2.22162,50,6.13923,2.39381,-108.41255,3.90206,5.52728,18.38349,-37.21395,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,3fdbcef0-c716-11eb-8b21-2587103ee89a,73.04111,,,5.94076,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:26:33.59,2021-06-06T18:26:33.5955748-04:00,2021-06-06T22:26:33.5955748Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,1a0ec195-7275-4014-b478-3d39c87f39e4,55.38509,-109.32188,9.19174,5.90069,5.74283,-18.60698,-2.33327,2.1204,2.76364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
152,2021-06-06,18:26:55.45,6,3,"Ballstadt, Carter",1000082645,Right,SPA_B,"McGowan, Kendall",1000026861,Right,FC_OB,Undefined,5,Top,2,1,1,Fastball,Changeup,HitByPitch,Undefined,Undefined,Undefined,0,0,,86.05735,0.635425,-0.967257,1799.235726,221.580213,1:30,5.94213,2.32019,5.99613,-24.7823,12.42827,10.08646,4.46586,2.26434,79.28504,-4.001087,0.846477,0.439041,,,,,,,,,,,,-5.46012,6.56213,-2.2497,50,5.9784,1.71731,-125.1631,0.6172,-8.73675,23.20757,-21.67396,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,4ceeabd0-c716-11eb-8b21-2587103ee89a,85.85182,,,6.77231,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:26:55.45,2021-06-06T18:26:55.4561828-04:00,2021-06-06T22:26:55.4561828Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,ebb60344-8b58-4be4-bd99-34b9c883214f,54.50314,-125.9953,11.60378,5.94233,1.39441,-10.83698,-2.3169,2.0306,-4.36838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
153,2021-06-06,18:27:31.95,7,1,"Ballstadt, Carter",1000082645,Right,SPA_B,"Wright, Blake",1000075828,Right,FC_OB,Undefined,5,Top,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.01953,-3.464081,-1.035607,1694.104143,221.66392,1:30,6.4322,1.59504,6.20212,-24.48474,11.45146,9.33859,1.18986,1.41723,81.27815,-7.994522,0.652636,0.431457,,,,,,,,,,,,-5.1265,7.04859,-1.52202,50,6.15908,1.93597,-126.48593,-8.41292,-8.4484,21.62659,-20.55807,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,62a6ab30-c716-11eb-8b21-2587103ee89a,87.36081,,,5.74137,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:27:31.95,2021-06-06T18:27:31.9527204-04:00,2021-06-06T22:27:31.9527204Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,7fb6186f-e469-4dcb-b8f4-d69ff1cf61d4,54.29862,-127.21879,10.81329,6.43237,-7.71628,-10.27903,-1.59247,2.22226,-4.2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
154,2021-06-06,18:27:49.58,7,2,"Ballstadt, Carter",1000082645,Right,SPA_B,"Wright, Blake",1000075828,Right,FC_OB,Undefined,5,Top,2,1,0,Fastball,Four-Seam,BallinDirt,Undefined,Undefined,Undefined,1,0,,89.37442,-5.405288,-4.113475,1861.030471,209.476491,1:00,6.17652,1.79381,6.32631,-20.19206,14.14674,7.44449,-0.51151,-1.38037,83.20024,-9.153576,-2.770173,0.421759,,,,,,,,,,,,-4.91559,8.99705,-1.49689,50,5.77024,9.01805,-129.25197,-12.86129,-8.43187,23.40879,-16.74114,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,6d25e4e0-c716-11eb-8b21-2587103ee89a,89.3697,,,6.17418,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:27:49.58,2021-06-06T18:27:49.5855396-04:00,2021-06-06T22:27:49.5855396Z,,v3,,,,"Hutchins, Ben",1000100020,Right,SPA_B,e2a5db4c-4036-4745-b736-471a807bf693,54.17474,-130.00585,11.70439,6.17576,-12.32213,-8.37057,-1.79169,9.28961,-4.21594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
155,2021-06-06,18:30:21.94,1,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Jenkins, Kyle",1000054722,Left,SPA_B,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,83.71066,-0.897985,-5.436995,2212.002083,213.231202,1:00,5.97691,2.28967,6.92169,-22.67525,15.40115,9.39792,3.26594,-1.89243,77.53208,-5.204973,-3.729506,0.444119,,,,,,,,,,,,-6.38937,8.77886,-1.95176,50,5.91217,11.26019,-121.44419,-2.46115,-9.66831,20.8401,-18.89,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,c7f82b30-c716-11eb-8b21-2587103ee89a,84.87011,,,6.17858,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:30:21.94,2021-06-06T18:30:21.9408676-04:00,2021-06-06T22:30:21.9408676Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,e14b330e-825b-40f7-b520-3d0b4b7e0d76,53.57938,-122.05688,10.42005,5.97636,-1.90579,-9.445,-2.28698,11.54443,-4.83415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
156,2021-06-06,18:30:40.67,1,2,"Hickert, Grayson ",1000054732,Right,FC_OB,"Jenkins, Kyle",1000054722,Left,SPA_B,Undefined,5,Bottom,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.89102,-0.662992,-4.510075,2178.168334,208.90595,1:00,6.04793,2.21462,7.0056,-21.35446,18.52489,9.56174,3.66382,-1.09684,75.21137,-4.770632,-2.765935,0.454512,,,,,,,,,,,,-6.25835,10.42882,-1.94089,50,5.99949,9.0551,-118.85236,-1.83999,-8.99969,21.64025,-17.17709,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,d3224ae0-c716-11eb-8b21-2587103ee89a,82.92945,,,6.67965,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:30:40.67,2021-06-06T18:30:40.6709028-04:00,2021-06-06T22:30:40.6709028Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,4663d611-46db-4c66-9dc6-17bf84485ef7,53.49131,-119.48635,10.82013,6.04603,-1.33676,-8.58855,-2.21004,9.31877,-4.49984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
157,2021-06-06,18:30:57.40,1,3,"Hickert, Grayson ",1000054732,Right,FC_OB,"Jenkins, Kyle",1000054722,Left,SPA_B,Undefined,5,Bottom,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.31852,-0.377748,-3.593235,2314.805666,211.207112,1:00,5.82961,2.43445,7.09783,-21.44796,16.70706,9.45564,3.69882,-0.04243,76.81203,-4.496503,-1.861762,0.444577,,,,,,,,,,,,-5.95244,9.39445,-2.22263,50,5.7997,7.29356,-121.13011,-1.27446,-8.92387,21.65377,-18.08988,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,dd1c9d20-c716-11eb-8b21-2587103ee89a,84.78264,,,6.5065,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:30:57.40,2021-06-06T18:30:57.4043428-04:00,2021-06-06T22:30:57.4043428Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,c0e7217a-7761-4587-a495-4806b024f816,53.4,-121.73639,10.82688,5.82829,-0.76796,-9.04494,-2.43034,7.54342,-4.46194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
158,2021-06-06,18:31:15.07,1,4,"Hickert, Grayson ",1000054732,Right,FC_OB,"Jenkins, Kyle",1000054722,Left,SPA_B,Undefined,5,Bottom,0,2,0,Fastball,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,83.45108,-2.39917,-4.649383,2286.573056,212.270684,1:00,5.94354,2.36908,7.45384,-20.2667,17.42954,10.29642,2.0841,-0.97215,77.00652,-6.31107,-2.754586,0.441896,79.7612,15.031704,16.057443,1860.444122,104.43508,16.01589,34.54291,191.30819,,19.639102,2.076181,-6.81914,10.46245,-2.12277,50,5.8095,9.54349,-121.14112,-5.49285,-10.20679,22.05864,-16.51398,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,e7a48960-c716-11eb-8b21-2587103ee89a,85.29702,16.16148,,6.44456,,,,1.55129,1.99426,1.01492,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:31:15.07,2021-06-06T18:31:15.0738212-04:00,2021-06-06T22:31:15.0738212Z,LineDrive,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,27d0c589-022d-4d74-bf47-350512bc11d3,53.04559,-121.69443,11.02932,5.94208,-5.07862,-8.25699,-2.36536,9.79952,-5.10339,243.867082,1.55135,108.57004,-12.94629,1.55776,-0.54864,0.47133,-0.38228,0.15399,-0.02288,1.99426,30.33924,-17.47646,1.4274,-0.04268,-0.23311,0.2052,-0.07634,0.01049,1.01491,31.25087,0.78774,-0.86511,0.16541,0.06715,-0.08411,0.03205,-0.00438,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
159,2021-06-06,18:32:58.89,2,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Bocchino, Cal",1000104313,Right,SPA_B,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,1,,83.69713,-0.642952,-2.699892,2265.949157,207.60269,1:00,5.98791,2.44665,6.88003,-19.57958,18.70737,9.16906,3.76974,0.74872,76.74867,-4.418646,-1.025662,0.445345,56.45175,-2.198012,6.369292,1733.259378,,,,30.9539,,5.462614,0.375196,-5.61351,10.48808,-2.27852,50,5.93966,5.42763,-121.69712,-1.80685,-8.44072,23.2922,-16.40374,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,25872080-c717-11eb-8b21-2587103ee89a,84.63645,3.75597,,6.94846,,,,1.01738,3.75597,-0.75394,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:32:58.89,2021-06-06T18:32:58.8901156-04:00,2021-06-06T22:32:58.8901156Z,GroundBall,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,1798509d-2cd1-43bd-9374-74b2643ef7ed,53.61813,-122.38765,11.6461,5.98602,-1.32054,-8.20187,-2.44314,5.67786,-4.22036,316.136104,1.01805,82.19976,-7.43313,,,,,,,3.75901,-3.28294,-17.97417,,,,,,,-0.75482,9.2095,1.75453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
160,2021-06-06,18:33:31.15,3,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Reinoso , Dayan ",1000103315,Right,SPA_B,Undefined,5,Bottom,1,0,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,79.75273,-2.193326,-3.073528,2107.447473,222.981032,1:30,5.74717,2.44026,7.19676,-31.58636,10.05351,8.2067,1.12466,0.33781,73.76665,-8.164281,-1.564172,0.464436,100.74857,-3.544976,-43.689366,,,,,26.59234,,-38.930871,0.16016,-5.28382,6.37327,-2.26472,50,5.61068,5.98457,-115.95104,-5.17806,-7.22251,20.86012,-23.46236,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,38c0b260-c717-11eb-8b21-2587103ee89a,81.15742,1.52404,,5.98608,,,,3.60631,1.46331,-0.39422,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:33:31.15,2021-06-06T18:33:31.1509796-04:00,2021-06-06T22:33:31.1509796Z,GroundBall,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,cd6d60fd-37df-4446-a0bf-9053772fde76,53.30323,-116.54379,10.43006,5.74835,-4.51137,-11.73118,-2.43769,6.1898,-3.61126,,3.60631,106.64325,,,,,,,,1.46331,-9.13657,,,,,,,,-0.39422,-101.87264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
161,2021-06-06,18:34:07.77,4,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Foster, Carter",1000065704,Right,SPA_B,Undefined,5,Bottom,2,0,0,Fastball,Changeup,HitByPitch,Undefined,Undefined,Undefined,0,0,,83.24658,-0.433757,-0.792578,2159.104883,229.814815,1:45,5.93788,2.61136,6.63707,-25.65482,13.548,14.56146,3.40285,3.0992,76.09632,-5.307755,1.859041,0.45064,,,,,,,,,,,,-7.99304,7.64406,-2.56368,50,5.89797,1.17751,-121.10443,-1.58716,-11.82237,24.54769,-20.86784,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,4e9c8d70-c717-11eb-8b21-2587103ee89a,83.64196,,,7.15026,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:34:07.77,2021-06-06T18:34:07.7728548-04:00,2021-06-06T22:34:07.7728548Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,5a5b2dab-dd65-4f0a-8729-16de5a30f8b0,53.8625,-121.88484,12.27385,5.93789,-0.92374,-10.43392,-2.60709,1.55337,-5.91118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,,,,,
162,2021-06-06,18:34:51.40,5,1,"Hickert, Grayson ",1000054732,Right,FC_OB,"Lucas, Andrew",1000059153,Right,SPA_B,Undefined,5,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,66.27757,3.338421,-4.32955,1640.50336,61.919369,8:00,5.67036,2.24961,6.3947,-63.6024,-0.21787,-4.3452,3.45275,-2.10194,60.50956,-8.470649,-5.111827,0.573011,,,,,,,,,,,,0.91744,-0.41807,-1.9366,50,5.8828,7.39085,-95.88358,4.04682,0.84583,16.16752,-32.55947,SPA_B,FC_OB,Spartanburg,Coastal Plains League,CPL,20210606-Spartanburg-1,68948070-c717-11eb-8b21-2587103ee89a,65.7796,,,5.76801,,,,,,,1535fbaf-d75b-4715-945c-e5afa488a363,2021-06-06,22:34:51.40,2021-06-06T18:34:51.4044708-04:00,2021-06-06T22:34:51.4044708Z,,v3,,,,"Miller, Ryan",1000103286,Right,FC_OB,23c1fcd1-4e0b-4dd6-bb72-f858168c462a,54.10234,-96.57282,8.08376,5.68069,5.43487,-16.27973,-2.25091,7.35479,0.42292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
